Waybill,Bag,Location,Arrival,Inbound Edge Code,Inbound Edge Name
1660257085511,BAG317424525,birpara_bhanunagar_dpp,12/11/20 06:59:00,,
1660257085511,BAG317424525,binnaguri_central_d_1,12/11/20 06:29:00,thanos::sroute:775aa50d-e086-4d8c-8338-2285fa72043b,siliguri--binnaguri_central_d_1--birpara_bhanunagar_dpp 
1660257085511,BAG317424525,siliguri_dabgrm_h,12/11/20 03:14:00,thanos::sroute:775aa50d-e086-4d8c-8338-2285fa72043b,siliguri--binnaguri_central_d_1--birpara_bhanunagar_dpp 
1660257079082,BAG311144893,pilani,12/10/20 22:20:00,,
1660257079082,BAG311144893,sultana_central_dpp_1,12/10/20 21:20:00,thanos::sroute:00dcae5a-3e50-48f1-8fab-ae23274e32df,srfc-senorita-sik jhu-ftl
1660257079082,BAG311144893,sikar_industrialarea_i,12/10/20 18:50:00,thanos::sroute:00dcae5a-3e50-48f1-8fab-ae23274e32df,srfc-senorita-sik jhu-ftl
1660257084586,BAG318547827,mangalore_bkmpdy_h,12/09/20 04:06:00,,
1660257084586,BAG318547827,hubli_jnntnagar_h,12/08/20 18:36:00,thanos::sroute:19953f8d-b5db-4618-9a4a-4f8e4021ec6a,hubli-mangalore-kozhikode-kannur-mangalore-hubli
1660257084586,BAG318547827,kolhapur_central_h_2,12/08/20 13:36:00,thanos::sroute:9c1c863f-cc88-4e28-8abf-3d18786dbef5,gurgaon-kolhapur-hubli-kolhapur-pune-gurgaon
1660257084586,BAG318547827,bhiwandi_mega_gw,12/08/20 03:36:00,thanos::sroute:7112cdc9-74dd-425c-a005-d3ae7d3205f5,bhiwandi-kolhapur-hubli-dc-bhiwandi
1660257076186,BAG311429550,ludhiana_duggri_d,12/10/20 21:23:00,,
1660257076186,BAG311429550,ludhiana_janakpuri_d,12/10/20 20:53:00,thanos::sroute:aad0032f-1367-4fcc-bc6c-4b621ea3eec7,ludhiana_khakat_h--- ludhiana_janakpuri_d
1660257076186,BAG311429550,ludhiana_khakat_h,12/10/20 20:23:00,thanos::sroute:aad0032f-1367-4fcc-bc6c-4b621ea3eec7,ludhiana_khakat_h--- ludhiana_janakpuri_d
1660257071721,BAG321404188,bhiwandi_mega_r,12/14/20 05:45:00,,
1660257071721,BAG321404188,bhiwandi_mega_gw,12/14/20 05:15:00,thanos::sroute:bbd9d622-a78e-40e4-a6ca-6fa907ce9c99,bhiwandi_mega_gw--bhiwandi_mega_r
1660257071721,BAG321404188,jaipur_bagru_gw,12/13/20 03:15:00,thanos::sroute:ce55ed28-4f3e-4b14-b725-664a7f3cf92a,chandigarh-jaipur-bhiwandi-chandigarh
1660257071721,BAG321404188,agra_sunari_h,12/12/20 20:15:00,thanos::sroute:6513230f-651e-4336-84b5-472ab59741fa,jaipur-kanpur-agra-jaipur
1660257071721,BAG321404188,jalesar_nidholi_dpp,12/12/20 17:45:00,thanos::sroute:31ddc616-cf7c-4e97-9084-2a8059e32220,agra-aligarh-dcs-agra
1660257071721,BAG321404188,hathras_kalwari_d,12/12/20 16:30:00,thanos::sroute:31ddc616-cf7c-4e97-9084-2a8059e32220,agra-aligarh-dcs-agra
1660257071721,BAG321404188,aligarh_bemanagar_i,12/12/20 15:15:00,thanos::sroute:31ddc616-cf7c-4e97-9084-2a8059e32220,agra-aligarh-dcs-agra
1660257075055,BAG312878269,itanagar_nh52a_d,12/13/20 12:33:00,,
1660257075055,BAG312878269,tezpur_sirajuli_i,12/13/20 07:48:00,thanos::sroute:0a88f9c3-c147-4631-96c0-2bb1eb5c212a,tezpur_sirajuli_i-itanagar_sectora_d
1660257085850,BAG320150254,dehradun_subhashngr_d,12/10/20 18:20:00,,
1660257085850,BAG320150254,dehradun_badowala_h,12/10/20 17:50:00,thanos::sroute:82218fa8-ec66-4fe7-96a5-a3aecda80738,dehradun_badowala_h --chhutmalpur_kalsiyard_dpp--behat_policestn_d
1660257079476,BAG317432991,ccu_behala,12/10/20 21:52:00,,
1660257079476,BAG317432991,kolkata_naiti_gw,12/10/20 19:52:00,thanos::sroute:e712f137-a53b-46dc-8550-bc0763f7c2e0,kolkata_naiti_gw--ccu_behala 1st
1660257083330,BAG208200043,bangalore_indirangr_i,12/11/20 02:12:00,,
1660257083330,BAG208200043,bengaluru_millers_dc,12/11/20 01:42:00,thanos::sroute:94ef2fd5-a769-40f3-8cac-4e1faf09133c,bangalore_indirangr_i-bengaluru_wilson garden_dc-bengaluru_richmond_dc-bangalore_indirangr_i
1660257087471,BAGL2486021914,mumbai,12/07/20 23:37:00,,
1660257087471,BAGL2486021914,bhiwandi_mega_gw,12/07/20 23:07:00,thanos::sroute:9c739eb1-888e-4016-966b-a5bb81b0a2a6,bhiwandi_mega_gw-mumbai north 1st
1660257086815,BAG318366658,dehradun_badowala_h,12/09/20 08:49:00,,
1660257086815,BAG318366658,gurgaon_tauru_gw,12/08/20 23:49:00,thanos::sroute:351a4f89-4ef6-4829-a947-4bcd951b5c6f,ggn-dehradun-haridwar-ggn
1660257086815,BAG318366658,bhiwandi_mega_gw,12/07/20 15:49:00,thanos::sroute:0a5c0ca0-8c3e-4954-b1d6-786a4f9db141,gurgaon-mangalore-bhiwandi-gurgaon
1660257079686,BAGL1386456513,ccu_taratala,12/10/20 12:22:00,,
1660257079686,BAGL1386456513,kolkata_naiti_gw,12/10/20 10:37:00,thanos::sroute:ce0719a7-2fa9-449e-a26a-438892f60a2f,kolkata_naiti_gw-ccu_taratala-ccu_lake_cp 2nd
1660257079686,BAGL1386456513,kolkata_naiti_h,12/10/20 10:37:00,thanos::sroute:88f25533-89fb-461d-9cd2-2b00a8efed46,ccu_kolkata
1660257079686,BAGL1386456513,bhubaneshwar_central_h_6,12/09/20 23:37:00,thanos::sroute:139df78c-6806-48dd-9aa1-6695021280ac,gurgaon-bhubnaehswar-kolkata-patna-gurgaon
1660257079686,BAGL1386456513,nagpur_nimji_h,12/09/20 02:37:00,thanos::sroute:4c3f5aa3-aba9-443c-bf96-d926a8a9bec1,bhiwandi-nagpur-bhubaneshwar-sambalpur-nagpur-bhiwandi
1660257079686,BAGL1386456513,akola_gaurkshn_i,12/08/20 21:52:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257079686,BAGL1386456513,bhiwandi_mega_gw,12/08/20 06:07:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257083385,BAG318547778,kolkata_naiti_gw,12/10/20 06:26:00,,
1660257083385,BAG318547778,kolkata_naiti_h,12/10/20 06:26:00,thanos::sroute:88f25533-89fb-461d-9cd2-2b00a8efed46,ccu_kolkata
1660257083385,BAG318547778,bhubaneshwar_central_h_6,12/09/20 19:26:00,thanos::sroute:139df78c-6806-48dd-9aa1-6695021280ac,gurgaon-bhubnaehswar-kolkata-patna-gurgaon
1660257083385,BAG318547778,nagpur_nimji_h,12/08/20 22:26:00,thanos::sroute:4c3f5aa3-aba9-443c-bf96-d926a8a9bec1,bhiwandi-nagpur-bhubaneshwar-sambalpur-nagpur-bhiwandi
1660257083385,BAG318547778,akola_gaurkshn_i,12/08/20 17:41:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257083385,BAG318547778,bhiwandi_mega_gw,12/08/20 01:56:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257083724,BAG318547659,mumbai_andheriwest_d,12/08/20 02:06:00,,
1660257083724,BAG318547659,mumbai_jogeshwriwest_i,12/08/20 01:36:00,thanos::sroute:c58ca506-034b-4592-8e63-70837a100adf,mumbai_jogeshwriwest_i--mumbai_andheriwest_d---mumbai_jogeshwriwest_i
1660257083724,BAG318547659,bhiwandi_mega_gw,12/08/20 00:36:00,thanos::sroute:e755bc76-b277-4b9d-8456-1c1e8166ba5a,bhiwandi_mega_gw----mumbai_jogeshwriwest_i--bhiwandi_mega_gw
1660257087714,BAG312936440,bhiwandi_mega_r,12/21/20 12:31:00,,
1660257087714,BAG312936440,bhiwandi_mega_gw,12/21/20 12:01:00,thanos::sroute:bbd9d622-a78e-40e4-a6ca-6fa907ce9c99,bhiwandi_mega_gw--bhiwandi_mega_r
1660257087714,BAG312936440,indore_manglaya_h,12/20/20 22:01:00,thanos::sroute:64cdaca7-78db-41de-9699-c99089333a0d,bhiwandi-indore-bhopal-indore-bhiwandi
1660257087714,BAG312936440,purnia_kasba_h,12/19/20 01:01:00,thanos::sroute:fe2bfbdb-aaa3-457e-8299-04be091beac7,bhiwandi-siliguri-guwahati-siliguri-purnia-indore-bhiwandi
1660257087714,BAG312936440,siliguri_dabgrm_h,12/18/20 19:01:00,thanos::sroute:80a265a6-3f89-480b-ac80-e34247a79225,hyderabad-kolkata-siliguri-purnia-hyderabad
1660257087714,BAG312936440,tezpur_sirajuli_i,12/18/20 00:01:00,thanos::sroute:a8a033cb-4267-407b-9b39-ce1dfc7c179f,siliguri-tezpur-jorhat-tezpur-siliguri
1660257079395,BAG231562028,bhiwandi_mega_r,12/12/20 20:48:00,,
1660257079395,BAG231562028,bhiwandi_mega_gw,12/12/20 20:18:00,thanos::sroute:bbd9d622-a78e-40e4-a6ca-6fa907ce9c99,bhiwandi_mega_gw--bhiwandi_mega_r
1660257079395,BAG231562028,indore_manglaya_h,12/12/20 06:18:00,thanos::sroute:64cdaca7-78db-41de-9699-c99089333a0d,bhiwandi-indore-bhopal-indore-bhiwandi
1660257079395,BAG231562028,kanpur_sachendi_h,12/11/20 12:18:00,thanos::sroute:5b951c64-dc62-4c9d-a011-a6b737d6d709,surat-indore-kanpur-indore-surat
1660257079395,BAG231562028,kanpur_rawatpur_d,12/11/20 11:18:00,thanos::sroute:26d968f8-3a58-4643-a278-34a3d58cbda0,kanpur_central_h_6---kanpur_central_d_5
1660257072841,BAG317073444,namchi_chungrd_d,12/13/20 14:40:00,,
1660257072841,BAG317073444,siliguri_dabgrm_h,12/13/20 11:55:00,thanos::sroute:6a74fe1c-a1dc-4cfe-9cea-9e05a22d5626,siliguri_dabgrm_h-namchi_chungrd_d-jorethang
1660257083175,BAG243368572,imphal_sagolband_d,12/15/20 13:08:00,,
1660257083175,BAG243368572,imphal_ponglmbi_d,12/15/20 12:38:00,thanos::sroute:04bb761d-14f1-497c-808e-c4f0bebb5fd6,silchar_sirikona_h----imphal_ponglmbi_d
1660257083175,BAG243368572,silchar_sirikona_h,12/14/20 00:38:00,thanos::sroute:04bb761d-14f1-497c-808e-c4f0bebb5fd6,silchar_sirikona_h----imphal_ponglmbi_d
1660257083175,BAG243368572,guwahati_kaikchi_gw,12/13/20 09:38:00,thanos::sroute:7098f60d-779e-4861-8765-773a61a0ae0d,guwahati-silchar-guwahati
1660257051826,BAGL7350899874,nalagarh_rajindustry_d,12/09/20 18:54:00,,
1660257051826,BAGL7350899874,baddi_bhataulikalan_l,12/09/20 18:09:00,thanos::sroute:3a857c58-7985-47f0-b8d8-cde02a58b140,chandigarh_mehmdpur_h--baddi_byepass_d--baddi_bhataulikalan_l 
1660257051826,BAGL7350899874,baddi_byepass_d,12/09/20 17:54:00,thanos::sroute:3a857c58-7985-47f0-b8d8-cde02a58b140,chandigarh_mehmdpur_h--baddi_byepass_d--baddi_bhataulikalan_l 
1660257051826,BAGL7350899874,parwanoo_central_d_1,12/09/20 17:09:00,thanos::sroute:3a857c58-7985-47f0-b8d8-cde02a58b140,chandigarh_mehmdpur_h--baddi_byepass_d--baddi_bhataulikalan_l 
1660257051826,BAGL7350899874,kalka_pinjore_dc,12/09/20 16:54:00,thanos::sroute:3a857c58-7985-47f0-b8d8-cde02a58b140,chandigarh_mehmdpur_h--baddi_byepass_d--baddi_bhataulikalan_l 
1660257051826,BAGL7350899874,chandigarh_rajpura_gw,12/09/20 15:24:00,thanos::sroute:3a857c58-7985-47f0-b8d8-cde02a58b140,chandigarh_mehmdpur_h--baddi_byepass_d--baddi_bhataulikalan_l 
1660257051826,BAGL7350899874,bhiwandi_mega_gw,12/08/20 00:24:00,thanos::sroute:88f35b5c-5bb8-48c6-9eae-1195345374aa,chandigarh-jaipur-bhiwandi-chandigarh
1660257074134,BAG318294442,dehradun_badowala_h,12/09/20 17:40:00,,
1660257074134,BAG318294442,gurgaon_tauru_gw,12/09/20 08:40:00,thanos::sroute:351a4f89-4ef6-4829-a947-4bcd951b5c6f,ggn-dehradun-haridwar-ggn
1660257074134,BAG318294442,bhiwandi_mega_gw,12/08/20 00:40:00,thanos::sroute:0a5c0ca0-8c3e-4954-b1d6-786a4f9db141,gurgaon-mangalore-bhiwandi-gurgaon
1660257083901,BAG318221619,bengaluru_hoodi_ip,12/08/20 22:22:00,,
1660257083901,BAG318221619,bangalore_soukyaroad_gw,12/08/20 21:37:00,thanos::sroute:73806c63-6de9-45e1-9a7c-2b192a304252,bangalore_soukyaroad_gw (karnataka)-bengaluru_hoodi_ip (karnataka)
1660257083901,BAG318221619,bhiwandi_mega_gw,12/07/20 22:07:00,thanos::sroute:60098888-a8e3-4db3-a3b9-6783f46987c2,bhiwandi-bangalore-pune-bhiwandi
1660257084741,BAG318447571,kolkata_south_d_6,12/10/20 05:07:00,,
1660257084741,BAG318447571,kolkata_naiti_gw,12/10/20 03:07:00,thanos::sroute:10af385c-80aa-45a8-b0fb-52d5a279905c,kolkata_naiti_gw-kolkata_south_d_6-ccu_purbalok_cp 2nd
1660257084741,BAG318447571,kolkata_naiti_h,12/10/20 03:07:00,thanos::sroute:88f25533-89fb-461d-9cd2-2b00a8efed46,ccu_kolkata
1660257084741,BAG318447571,bhubaneshwar_central_h_6,12/09/20 16:07:00,thanos::sroute:139df78c-6806-48dd-9aa1-6695021280ac,gurgaon-bhubnaehswar-kolkata-patna-gurgaon
1660257084741,BAG318447571,nagpur_nimji_h,12/08/20 19:07:00,thanos::sroute:4c3f5aa3-aba9-443c-bf96-d926a8a9bec1,bhiwandi-nagpur-bhubaneshwar-sambalpur-nagpur-bhiwandi
1660257084741,BAG318447571,akola_gaurkshn_i,12/08/20 14:22:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257084741,BAG318447571,bhiwandi_mega_gw,12/07/20 22:37:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257087261,BAG318447571,kolkata_south_d_6,12/10/20 05:07:00,,
1660257087261,BAG318447571,kolkata_naiti_gw,12/10/20 03:07:00,thanos::sroute:10af385c-80aa-45a8-b0fb-52d5a279905c,kolkata_naiti_gw-kolkata_south_d_6-ccu_purbalok_cp 2nd
1660257087261,BAG318447571,kolkata_naiti_h,12/10/20 03:07:00,thanos::sroute:88f25533-89fb-461d-9cd2-2b00a8efed46,ccu_kolkata
1660257087261,BAG318447571,bhubaneshwar_central_h_6,12/09/20 16:07:00,thanos::sroute:139df78c-6806-48dd-9aa1-6695021280ac,gurgaon-bhubnaehswar-kolkata-patna-gurgaon
1660257087261,BAG318447571,nagpur_nimji_h,12/08/20 19:07:00,thanos::sroute:4c3f5aa3-aba9-443c-bf96-d926a8a9bec1,bhiwandi-nagpur-bhubaneshwar-sambalpur-nagpur-bhiwandi
1660257087261,BAG318447571,akola_gaurkshn_i,12/08/20 14:22:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257087261,BAG318447571,bhiwandi_mega_gw,12/07/20 22:37:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257077494,BAG318547793,lucknow_memaura_h,12/09/20 12:33:00,,
1660257077494,BAG318547793,kanpur_sachendi_h,12/09/20 10:03:00,thanos::sroute:d0a3d560-1ddb-4c2b-ab45-7171f12cd177,ahmedbad-kanpur-lucknow-kanpur-ahmedabad
1660257077494,BAG318547793,bhiwandi_mega_gw,12/08/20 02:03:00,thanos::sroute:4aaf0200-4723-468f-83e3-c4b3eb418d15,bhiwandi-kanpur-lucknow-kanpur-indore-aurangabad-bhiwandi
1660257083853,BAG229791680,guwahati_kaikchi_gw,12/16/20 05:50:00,,
1660257083853,BAG229791680,haflong_dmahasao_d,12/15/20 19:50:00,thanos::sroute:334fbe82-4d61-42a6-801c-595e4b96f2b7,srfc-delhivery-ixs hfl ftl
1660257083853,BAG229791680,mahur_mhurbzar_dpp,12/15/20 17:50:00,thanos::sroute:334fbe82-4d61-42a6-801c-595e4b96f2b7,srfc-delhivery-ixs hfl ftl
1660257083853,BAG229791680,lumding_central_dpp_2,12/15/20 15:05:00,thanos::sroute:334fbe82-4d61-42a6-801c-595e4b96f2b7,srfc-delhivery-ixs hfl ftl
1660257083853,BAG229791680,diphu_shymcolony_d,12/15/20 12:50:00,thanos::sroute:334fbe82-4d61-42a6-801c-595e4b96f2b7,srfc-delhivery-ixs hfl ftl
1660257083853,BAG229791680,lanka_vivekndrd_dpp,12/15/20 10:05:00,thanos::sroute:334fbe82-4d61-42a6-801c-595e4b96f2b7,srfc-delhivery-ixs hfl ftl
1660257083853,BAG229791680,lanka_llngdubi_d,12/15/20 09:50:00,thanos::sroute:334fbe82-4d61-42a6-801c-595e4b96f2b7,srfc-delhivery-ixs hfl ftl
1660257083853,BAG229791680,hojai_kediard_d,12/15/20 09:05:00,thanos::sroute:334fbe82-4d61-42a6-801c-595e4b96f2b7,srfc-delhivery-ixs hfl ftl
1660257070822,BAG245044604,gandhinagar_dc,12/08/20 11:01:00,,
1660257070822,BAG245044604,ahmedabad_chndkhedard_d,12/08/20 10:31:00,thanos::sroute:8349bea4-bc6c-4806-b90c-3cfe42b00cd9,ahmedabad_aslaliroad_gw - ahmedabad_chndkhedard_d
1660257070822,BAG245044604,ahmedabad_aslaliroad_gw,12/08/20 09:31:00,thanos::sroute:8349bea4-bc6c-4806-b90c-3cfe42b00cd9,ahmedabad_aslaliroad_gw - ahmedabad_chndkhedard_d
1660257076363,BAG231203492,dibrugarh_mohanbari_h,12/16/20 16:28:00,,
1660257076363,BAG231203492,namsai_tinalird_d,12/16/20 11:28:00,thanos::sroute:c9a34cb2-788d-4a14-9e5d-907d4ab527dd,dibrugarh_h-namsai_helipadrd_d (arunachal pradesh)
1660257084424,BAG320633836,gurgaon_bilaspur_p,12/11/20 02:45:00,,
1660257071522,BAG320150254,dehradun_subhashngr_d,12/10/20 18:20:00,,
1660257071522,BAG320150254,dehradun_badowala_h,12/10/20 17:50:00,thanos::sroute:82218fa8-ec66-4fe7-96a5-a3aecda80738,dehradun_badowala_h --chhutmalpur_kalsiyard_dpp--behat_policestn_d
1660257071684,BAG312878163,naharlagun_barapani_d,12/13/20 13:14:00,,
1660257071684,BAG312878163,itanagar_sectora_d,12/13/20 12:44:00,thanos::sroute:0a88f9c3-c147-4631-96c0-2bb1eb5c212a,tezpur_sirajuli_i-itanagar_sectora_d
1660257071684,BAG312878163,itanagar_nh52a_d,12/13/20 12:29:00,thanos::sroute:0a88f9c3-c147-4631-96c0-2bb1eb5c212a,tezpur_sirajuli_i-itanagar_sectora_d
1660257071684,BAG312878163,tezpur_sirajuli_i,12/13/20 07:44:00,thanos::sroute:0a88f9c3-c147-4631-96c0-2bb1eb5c212a,tezpur_sirajuli_i-itanagar_sectora_d
1660257083761,BAG319566685,mumbai,12/07/20 18:43:00,,
1660257083761,BAG319566685,bhiwandi_mega_gw,12/07/20 18:13:00,thanos::sroute:9c739eb1-888e-4016-966b-a5bb81b0a2a6,bhiwandi_mega_gw-mumbai north 1st
1660257053543,BAGL8921273845,gangtok_dvlpmnt_d,12/10/20 22:07:00,,
1660257053543,BAGL8921273845,gangtok_tadong_d,12/10/20 21:37:00,thanos::sroute:72df0881-8617-4646-af50-b628905ae7ab,siliguri_dabgrm_h-gangtok_tadong_d-gangtok_dvlpmnt_d
1660257053543,BAGL8921273845,siliguri_dabgrm_h,12/10/20 17:07:00,thanos::sroute:72df0881-8617-4646-af50-b628905ae7ab,siliguri_dabgrm_h-gangtok_tadong_d-gangtok_dvlpmnt_d
1660257053543,BAGL8921273845,bhiwandi_mega_gw,12/08/20 03:07:00,thanos::sroute:2a27b19d-611e-44c5-ab2f-f3a00dbb4ded,bhiwandi-siliguri 
1660257078323,BAGL2284483772,kolkata_central_d_4,12/10/20 09:52:00,,
1660257078323,BAGL2284483772,kolkata_naiti_gw,12/10/20 08:22:00,thanos::sroute:d9c0a15b-fd89-4e5d-8124-ce577e667b00,kolkata_naiti_gw-kolkata_central_d_4-kolkata_beleghta_d1st
1660257078323,BAGL2284483772,kolkata_naiti_h,12/10/20 08:22:00,thanos::sroute:88f25533-89fb-461d-9cd2-2b00a8efed46,ccu_kolkata
1660257078323,BAGL2284483772,bhubaneshwar_central_h_6,12/09/20 21:22:00,thanos::sroute:139df78c-6806-48dd-9aa1-6695021280ac,gurgaon-bhubnaehswar-kolkata-patna-gurgaon
1660257078323,BAGL2284483772,nagpur_nimji_h,12/09/20 00:22:00,thanos::sroute:4c3f5aa3-aba9-443c-bf96-d926a8a9bec1,bhiwandi-nagpur-bhubaneshwar-sambalpur-nagpur-bhiwandi
1660257078323,BAGL2284483772,akola_gaurkshn_i,12/08/20 19:37:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257078323,BAGL2284483772,bhiwandi_mega_gw,12/08/20 03:52:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257086852,BAG320335448,allahabad_bajha_d,12/09/20 21:38:00,,
1660257086852,BAG320335448,allahabad_central_h_1,12/09/20 21:08:00,thanos::sroute:82acf5f1-0813-441d-ab13-29d8317b304e,allahabad_central_h_1 - allahabad_bajha_d-allahabad_naini_d_--shankargarh_policestn_dpp
1660257083271,BAG319632052,rajkot_kothriya_dc,12/09/20 20:52:00,,
1660257083271,BAG319632052,rajkot_sokhda_h,12/09/20 20:22:00,thanos::sroute:977d46d5-b7e2-4503-8727-3e5d97100dea,rajkot_sokhda_h---rajkot_kothriya_dc
1660257077914,BAG318547779,kolkata_naiti_gw,12/10/20 06:30:00,,
1660257077914,BAG318547779,kolkata_naiti_h,12/10/20 06:30:00,thanos::sroute:88f25533-89fb-461d-9cd2-2b00a8efed46,ccu_kolkata
1660257077914,BAG318547779,bhubaneshwar_central_h_6,12/09/20 19:30:00,thanos::sroute:139df78c-6806-48dd-9aa1-6695021280ac,gurgaon-bhubnaehswar-kolkata-patna-gurgaon
1660257077914,BAG318547779,nagpur_nimji_h,12/08/20 22:30:00,thanos::sroute:4c3f5aa3-aba9-443c-bf96-d926a8a9bec1,bhiwandi-nagpur-bhubaneshwar-sambalpur-nagpur-bhiwandi
1660257077914,BAG318547779,akola_gaurkshn_i,12/08/20 17:45:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257077914,BAG318547779,bhiwandi_mega_gw,12/08/20 02:00:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257083223,BAG318205896,patna_sabalpur_h,12/10/20 03:11:00,,
1660257083223,BAG318205896,varanasi_birbhanpur_h,12/09/20 16:11:00,thanos::sroute:87a4f4ae-890c-4d5a-b360-407ed44ebe3d,varanasi-patna-lakhisarai-varanasi
1660257083223,BAG318205896,bhiwandi_mega_gw,12/08/20 02:11:00,thanos::sroute:e533ba86-cd97-4bc3-a697-0114aee43f0c,bhiwandi-varanasi-patna-indore-bhiwandi
1660257075092,BAG318448000,gzb_mohan_nagar_dpc,12/09/20 13:40:00,,
1660257075092,BAG318448000,gurgaon_tauru_gw,12/09/20 11:10:00,thanos::sroute:ffee3d0c-e0a5-425b-993b-a7d502f74d4c,gurgaon_tauru_gw-gzb_mohan_nagar_dpc
1660257075092,BAG318448000,bhiwandi_mega_gw,12/08/20 03:10:00,thanos::sroute:0a5c0ca0-8c3e-4954-b1d6-786a4f9db141,gurgaon-mangalore-bhiwandi-gurgaon
1660257082044,BAG310831287,mukerian_mahajana_d,12/10/20 20:09:00,,
1660257082044,BAG310831287,dasuya_adrshngr_d,12/10/20 19:39:00,thanos::sroute:9df24fdb-d2a6-499a-9eae-713d2dae34b3,jalandhar_qajimandi_p--dasuya_adrshngr_d
1660257082044,BAG310831287,jalandhar_qajimandi_p,12/10/20 18:09:00,thanos::sroute:9df24fdb-d2a6-499a-9eae-713d2dae34b3,jalandhar_qajimandi_p--dasuya_adrshngr_d
1660257077575,BAGL3332774951,kanpur_jarauli_d,12/10/20 05:52:00,,
1660257077575,BAGL3332774951,kanpur_sachendi_h,12/10/20 05:07:00,thanos::sroute:9a34023c-5cd6-455e-ab72-17e9678342a6,kanpur_central_h_6-kanpur_jarauli_d 
1660257077575,BAGL3332774951,bhiwandi_mega_gw,12/08/20 21:07:00,thanos::sroute:4aaf0200-4723-468f-83e3-c4b3eb418d15,bhiwandi-kanpur-lucknow-kanpur-indore-aurangabad-bhiwandi
1660257075324,BAG317007307,ranchi_kokar_d,12/10/20 12:31:00,,
1660257075324,BAG317007307,ranchi_namkom_h,12/10/20 12:01:00,thanos::sroute:0d06fbfc-2211-4b26-9130-2c28e70d63e1,ranchi_hub--ranchi_central_d_6
1660257086664,BAG318749032,hyd_lb-nagar_dc,12/09/20 16:13:00,,
1660257086664,BAG318749032,hyderabad_shamshbd_h,12/09/20 14:58:00,thanos::sroute:792da493-8ce1-48e8-94e5-f07a768fa293,hyderabad_shamshbd_h--hyd_lb-nagar_dc
1660257084354,BAG318547966,ahmedabad_aslaliroad_gw,12/08/20 15:05:00,,
1660257084354,BAG318547966,bhiwandi_mega_gw,12/08/20 02:05:00,thanos::sroute:bcb259d9-9bda-4ee4-9cc9-3ea10f214446,bhiwandi-ahmedabad-surat-bhiwandi
1660257077236,BAG231876562,muzaffrngr_mhmodngr_d,12/13/20 02:16:00,,
1660257076050,BAGL2654344798,alappuzha_pazhvedu_d,12/10/20 14:57:00,,
1660257076050,BAGL2654344798,chingavanam_mvlngu_d,12/10/20 13:42:00,thanos::sroute:edcc5fa7-d959-4703-82f2-7d729fbadabc,kottayam_central_h_1--alappuzha_pazhvedu_d 
1660257076050,BAGL2654344798,kottayam_chungam_h,12/10/20 13:12:00,thanos::sroute:edcc5fa7-d959-4703-82f2-7d729fbadabc,kottayam_central_h_1--alappuzha_pazhvedu_d 
1660257076050,BAGL2654344798,coimbatore_kaniyur_h,12/10/20 07:12:00,thanos::sroute:0a34915c-7d07-4af0-83b4-5a22495850db,coimbatore-kottayam-kollam-aluva-coimbatore
1660257076050,BAGL2654344798,salem_ramalingapuram_h,12/10/20 03:12:00,thanos::sroute:4830073e-7062-40f0-9150-d1f110fa6864,bangalore-salem-coimbatore-bangalore
1660257076050,BAGL2654344798,bhiwandi_mega_gw,12/08/20 23:42:00,thanos::sroute:18fcbecf-16d4-4571-bee7-862972382f53,bhiwandi-salem-aluva-coimbatore-bhiwandi
1660257078592,BAGL1958622529,chandigarh_mohliphase8_d,12/09/20 18:29:00,,
1660257078592,BAGL1958622529,chandigarh_rajpura_gw,12/09/20 17:14:00,thanos::sroute:e06e3273-0029-4869-afb7-c1acd9d7a8fc,chandigarh_kharar_dc
1660257078592,BAGL1958622529,bhiwandi_mega_gw,12/08/20 02:14:00,thanos::sroute:88f35b5c-5bb8-48c6-9eae-1195345374aa,chandigarh-jaipur-bhiwandi-chandigarh
1660257081521,BAG318221890,kollam_kilikollur_h,12/09/20 07:35:00,,
