wbn,pid,bs,bag_oc,bag_cn,cs_ss,cs_st,cs_sd,cs_ud,location
1660257086734,BAG319566694,BAG319566694,Bhiwandi_Mega_GW (Maharashtra),Raipur_Sarona_H (Chhattisgarh),Complete,,2020-12-09 23:22:12.541,2020-12-09 23:22:12.541,Raipur_Sarona_H (Chhattisgarh)
1660257084273,BAGL2368291146,BAGL2368291146,Bhiwandi_Mega_GW (Maharashtra),Gangtok_Dvlpmnt_D (Sikkim),Complete,,2020-12-12 06:35:55.870,2020-12-12 06:35:55.870,Gangtok_Dvlpmnt_D (Sikkim)
1660257086384,BAG315876157,BAG315876157,Gorakhpur_Tenua_H (Uttar Pradesh),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-17 17:26:28.647,2020-12-17 17:26:28.647,Bhiwandi_Mega_R (Maharashtra)
1660257087051,BAGL2672738488,BAGL2672738488,Bhiwandi_Mega_GW (Maharashtra),Bhubaneshwar_Nayapalli (Orissa),Complete,,2020-12-10 13:26:08.742,2020-12-10 13:26:08.742,Bhubaneshwar_Nayapalli (Orissa)
1660257073250,BAG233442569,BAG233442569,Bengaluru_Kathregrupe_D (Karnataka),BLR_JPNagar_Pc (Karnataka),Complete,,2020-12-10 09:08:44.110,2020-12-10 09:08:44.110,BLR_JPNagar_Pc (Karnataka)
1660257077100,BAG232883777,BAG232883777,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-19 08:03:03.780,2020-12-19 08:03:03.780,Bhiwandi_Mega_R (Maharashtra)
1660257049660,BAGL1715195809,BAGL1715195809,Bhiwandi_Mega_GW (Maharashtra),Kohima_AGColony_D (Nagaland),In Transit,,2020-12-18 12:43:24.122,2020-12-18 12:43:24.122,Guwahati_Kaikchi_GW (Assam)
1660257074381,BAG313903249,BAG313903249,Dibrugarh_Mohanbari_H (Assam),Khonsa_RifleCamp_D (Arunachal Pradesh),Complete,,2020-12-14 09:10:25.548,2020-12-14 09:10:25.548,Khonsa_RifleCamp_D (Arunachal Pradesh)
1660257074366,BAG317424445,BAG317424445,Siliguri_Dabgrm_H (West Bengal),Gangtok_TibetRdMLA_D (Sikkim),Complete,,2020-12-12 07:32:06.681,2020-12-12 07:32:06.681,Gangtok_TibetRdMLA_D (Sikkim)
1660257075582,BAGL1936466775,BAGL1936466775,Agra_Sunari_H (Uttar Pradesh),Agra_Khndri_D (Uttar Pradesh),Complete,,2020-12-11 07:50:58.433,2020-12-11 07:50:58.433,Agra_Khndri_D (Uttar Pradesh)
1660257084376,BAG318547713,BAG318547713,Bhiwandi_Mega_GW (Maharashtra),BLR_JPNagar_Pc (Karnataka),Complete,,2020-12-10 05:09:32.754,2020-12-10 05:09:32.754,BLR_JPNagar_Pc (Karnataka)
1660257081926,BAG501607788,BAG501607788,Ahmedabad_AslaliRoad_GW (Gujarat),Bopal_Shela_D (Gujarat),Complete,,2020-12-09 07:36:04.414,2020-12-09 07:36:04.414,Bopal_Shela_D (Gujarat)
1660257081311,BAGL1117727981,BAGL1117727981,Nanded_Wajegaon_H (Maharashtra),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-18 15:43:56.363,2020-12-18 15:43:56.363,Bhiwandi_Mega_R (Maharashtra)
1660257085415,BAG317432326,BAG317432326,Kolkata_Naiti_GW (West Bengal),Kolkata_Kadampukur_D (West Bengal),Complete,,2020-12-11 07:28:32.803,2020-12-11 07:28:32.803,Kolkata_Kadampukur_D (West Bengal)
1660257078835,BAG321645764,BAG321645764,Amritsar_VerkaBypss_I (Punjab),Amritsar_VerkaBypss_D (Punjab),Complete,,2020-12-11 11:28:53.092,2020-12-11 11:28:53.092,Amritsar_VerkaBypss_D (Punjab)
1660257085743,BAG316971636,BAG316971636,Dimapur_ZionHosp_D (Nagaland),Dimapur_Aoymti_K (Nagaland),In Transit,,2020-12-21 11:13:48.693,2020-12-21 11:13:48.694,Dimapur_ZionHosp_D (Nagaland)
1660257072502,BAG318547858,BAG318547858,Bhiwandi_Mega_GW (Maharashtra),Jabalpur_Binaiki_H (Madhya Pradesh),Complete,,2020-12-10 21:55:39.923,2020-12-10 21:55:39.923,Jabalpur_Binaiki_H (Madhya Pradesh)
1660257086616,BAG319718225,BAG319718225,Bangalore_HSR_I (Karnataka),Bengaluru_Dommasandra_D (Karnataka),Complete,,2020-12-10 07:22:55.269,2020-12-10 07:22:55.269,Bengaluru_Dommasandra_D (Karnataka)
1660257076820,BAG317072901,BAG317072901,Patna_Sabalpur_H (Bihar),Patna_Central (Bihar),Complete,,2020-12-13 08:31:08.522,2020-12-13 08:31:08.522,Patna_Central (Bihar)
1660257086340,BAG319566731,BAG319566731,Bhiwandi_Mega_GW (Maharashtra),Bangalore_Hebbal_I (Karnataka),Complete,,2020-12-09 11:35:11.429,2020-12-09 11:35:11.429,Bangalore_Hebbal_I (Karnataka)
1660257081985,BAG320145097,BAG320145097,Chandigarh_Rajpura_GW (Punjab),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-17 14:53:04.463,2020-12-17 14:53:04.463,Bhiwandi_Mega_R (Maharashtra)
1660257086244,BAG319397814,BAG319397814,Jaipur_Bagru_I (Rajasthan),Jaipur_VarunCly_DC (Rajasthan),Complete,,2020-12-10 14:27:51.136,2020-12-10 14:27:51.136,Jaipur_VarunCly_DC (Rajasthan)
1660257077520,BAGL2542395102,BAGL2542395102,Kanpur_Sachendi_H (Uttar Pradesh),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-16 14:26:03.890,2020-12-16 14:26:03.890,Bhiwandi_Mega_R (Maharashtra)
1660257074370,BAG318547711,BAG318547711,Bhiwandi_Mega_GW (Maharashtra),Pathankot_AbrolNgrRd_I (Punjab),Complete,,2020-12-11 02:14:52.069,2020-12-11 02:14:52.069,Pathankot_AbrolNgrRd_I (Punjab)
1660257084995,BAGL2264888534,BAGL2264888534,Bhiwandi_Mega_GW (Maharashtra),Ghaziabad_Vasundhra (Uttar Pradesh),Complete,,2020-12-11 07:35:06.884,2020-12-11 07:35:06.884,Ghaziabad_Vasundhra (Uttar Pradesh)
1660257071920,BAG318659012,BAG318659012,Mehsana_DediysnGIDC_I (Gujarat),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-14 16:10:33.314,2020-12-14 16:10:33.314,Bhiwandi_Mega_R (Maharashtra)
1660257060156,BAG318447455,BAG318447455,Bhiwandi_Mega_GW (Maharashtra),Jaipur_Bagru_I (Rajasthan),Complete,,2020-12-10 07:04:02.842,2020-12-10 07:04:02.842,Jaipur_Bagru_I (Rajasthan)
1660257084531,BAG241962523,BAG241962523,Sasaram_Madaini_I (Bihar),Buxar_BypssRd_D (Bihar),Complete,,2020-12-11 10:03:44.405,2020-12-11 10:03:44.405,Buxar_BypssRd_D (Bihar)
1660257048805,BAGL1661356742,BAGL1661356742,Bhiwandi_Mega_GW (Maharashtra),Ludhiana_Janakpuri_D (Punjab),Complete,,2020-12-11 06:38:08.230,2020-12-11 06:38:08.230,Ludhiana_Janakpuri_D (Punjab)
1660257034912,BAGL1029405553,BAGL1029405553,Bhiwandi_Mega_GW (Maharashtra),Jorhat_RicMilRd_D (Assam),Complete,,2020-12-14 08:59:30.347,2020-12-14 08:59:30.347,Jorhat_RicMilRd_D (Assam)
1660257062610,BAG319561351,BAG319561351,Bhiwandi_Mega_GW (Maharashtra),Sangli_MirajKupwad_D (Maharashtra),Complete,,2020-12-10 07:00:22.105,2020-12-10 07:00:22.105,Sangli_MirajKupwad_D (Maharashtra)
1660257073364,BAG318447522,BAG318447522,Bhiwandi_Mega_GW (Maharashtra),Pathankot_AbrolNgrRd_I (Punjab),Complete,,2020-12-11 03:54:41.910,2020-12-11 03:54:41.910,Pathankot_AbrolNgrRd_I (Punjab)
1660257087412,BAG317432326,BAG317432326,Kolkata_Naiti_GW (West Bengal),Kolkata_Kadampukur_D (West Bengal),Complete,,2020-12-11 07:28:32.803,2020-12-11 07:28:32.803,Kolkata_Kadampukur_D (West Bengal)
1660257074812,BAG318547880,BAG318547880,Bhiwandi_Mega_GW (Maharashtra),Lucknow_Memaura_H (Uttar Pradesh),Complete,,2020-12-10 23:54:08.388,2020-12-10 23:54:08.388,Lucknow_Memaura_H (Uttar Pradesh)
1660257046274,BAGL6068450429,BAGL6068450429,Bhiwandi_Mega_GW (Maharashtra),Patiala (Punjab),Complete,,2020-12-11 06:28:20.931,2020-12-11 06:28:20.931,Patiala (Punjab)
1660257082873,BAG318547713,BAG318547713,Bhiwandi_Mega_GW (Maharashtra),BLR_JPNagar_Pc (Karnataka),Complete,,2020-12-10 05:09:32.754,2020-12-10 05:09:32.754,BLR_JPNagar_Pc (Karnataka)
1660257072270,BAG317690101,BAG317690101,Guwahati_Kaikchi_GW (Assam),Shillong_LabanKench_D (Meghalaya),Complete,,2020-12-13 13:13:57.593,2020-12-13 13:13:57.593,Shillong_LabanKench_D (Meghalaya)
1660257045843,BAGL1423549027,BAGL1423549027,Bhiwandi_Mega_GW (Maharashtra),Raipur_Central_D_5 (Chhattisgarh),Complete,,2020-12-10 06:41:38.354,2020-12-10 06:41:38.354,Raipur_Central_D_5 (Chhattisgarh)
1660257059795,BAG232911997,BAG232911997,Bhiwandi_Mega_R (Maharashtra),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-17 07:52:28.787,2020-12-17 07:52:28.787,Bhiwandi_Mega_R (Maharashtra)
1660257074683,BAG317424418,BAG317424418,Siliguri_Dabgrm_H (West Bengal),Namchi_ChungRd_D (Sikkim),Complete,,2020-12-12 07:58:49.233,2020-12-12 07:58:49.233,Namchi_ChungRd_D (Sikkim)
1660257075184,BAGL2536143702,BAGL2536143702,Bhiwandi_Mega_GW (Maharashtra),Kohima_Jotsma_K (Nagaland),In Transit,,2020-12-15 11:03:18.673,2020-12-15 11:03:18.673,Kohima_Jotsma_K (Nagaland)
1660257086690,BAG319718225,BAG319718225,Bangalore_HSR_I (Karnataka),Bengaluru_Dommasandra_D (Karnataka),Complete,,2020-12-10 07:22:55.269,2020-12-10 07:22:55.269,Bengaluru_Dommasandra_D (Karnataka)
1660257083385,BAG317433000,BAG317433000,Kolkata_Naiti_GW (West Bengal),Kolkata_Beleghta_D (West Bengal),Complete,,2020-12-11 07:12:50.230,2020-12-11 07:12:50.230,Kolkata_Beleghta_D (West Bengal)
1660257078636,BAGL5294871284,BAGL5294871284,Bhiwandi_Mega_GW (Maharashtra),Surat_Althan_D (Gujarat),Complete,,2020-12-09 12:49:03.211,2020-12-09 12:49:03.211,Surat_Althan_D (Gujarat)
1660257086653,BAGL1461784237,BAGL1461784237,Jalandhar_QajiMandi_P (Punjab),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-20 14:32:11.616,2020-12-20 14:32:11.616,Bhiwandi_Mega_R (Maharashtra)
1660257086642,BAGL1323074981,BAGL1323074981,Bhiwandi_Mega_GW (Maharashtra),Vadodara_Tandalja_D (Gujarat),Complete,,2020-12-09 14:30:26.352,2020-12-09 14:30:26.352,Vadodara_Tandalja_D (Gujarat)
1660257074532,BAG319782250,BAG319782250,Madurai_Utchapatti_H (Tamil Nadu),Madurai_Melamadai_D (Tamil Nadu),Complete,,2020-12-11 08:21:51.358,2020-12-11 08:21:51.358,Madurai_Melamadai_D (Tamil Nadu)
1660257084435,BAG318221879,BAG318221879,Bhiwandi_Mega_GW (Maharashtra),Rajkot_Sokhda_H (Gujarat),Complete,,2020-12-10 00:06:32.449,2020-12-10 00:06:32.449,Rajkot_Sokhda_H (Gujarat)
1660257076886,BAGL2503298068,BAGL2503298068,Siliguri_Sahudangi_L (West Bengal),Bhiwandi_Mega_R (Maharashtra),In Transit,,2020-12-19 10:08:14.075,2020-12-19 10:08:14.075,Siliguri_Dabgrm_H (West Bengal)
1660257074252,BAGL2653337954,BAGL2653337954,Bhiwandi_Mega_GW (Maharashtra),Shillong_LabanKench_D (Meghalaya),Complete,,2020-12-14 06:54:47.669,2020-12-14 06:54:47.669,Shillong_LabanKench_D (Meghalaya)
1660257028671,BAGL8405204341,BAGL8405204341,Kolkata_Naiti_H (West Bengal),Asansol_Kanyapr_D (West Bengal),Complete,,2020-12-12 06:40:24.943,2020-12-12 06:40:24.943,Asansol_Kanyapr_D (West Bengal)
1660257083330,BAG209046916,BAG209046916,Bangalore_Indirangr_I (Karnataka),Bengaluru_Millers_Dc (Karnataka),Complete,,2020-12-10 08:03:01.517,2020-12-10 08:03:01.517,Bengaluru_Millers_Dc (Karnataka)
1660257087596,BAG318447893,BAG318447893,Bhiwandi_Mega_GW (Maharashtra),GZB_Mohan_Nagar_DPC (Uttar Pradesh),Complete,,2020-12-11 01:37:25.310,2020-12-11 01:37:25.310,GZB_Mohan_Nagar_DPC (Uttar Pradesh)
1660257075556,BAG314914471,BAG314914471,Silchar_Sirikona_H (Assam),Aizawl_Veng_D (Mizoram),Complete,,2020-12-14 19:07:48.221,2020-12-14 19:07:48.221,Aizawl_Veng_D (Mizoram)
1660257085673,BAG318547880,BAG318547880,Bhiwandi_Mega_GW (Maharashtra),Lucknow_Memaura_H (Uttar Pradesh),Complete,,2020-12-10 23:54:08.388,2020-12-10 23:54:08.388,Lucknow_Memaura_H (Uttar Pradesh)
1660257077564,BAG318205915,BAG318205915,Bhiwandi_Mega_GW (Maharashtra),Siliguri_Dabgrm_H (West Bengal),Complete,,2020-12-11 07:57:21.747,2020-12-11 07:57:21.747,Siliguri_Dabgrm_H (West Bengal)
1660257080482,BAG319566731,BAG319566731,Bhiwandi_Mega_GW (Maharashtra),Bangalore_Hebbal_I (Karnataka),Complete,,2020-12-09 11:35:11.429,2020-12-09 11:35:11.429,Bangalore_Hebbal_I (Karnataka)
1660257085183,BAG312924837,BAG312924837,Tezpur_Sirajuli_I (Assam),Bhiwandi_Mega_R (Maharashtra),In Transit,,2020-12-21 08:35:10.821,2020-12-21 08:35:11.948,Bhiwandi_Mega_GW (Maharashtra)
1660257045504,BAG233554245,BAG233554245,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-16 09:02:51.578,2020-12-16 09:02:51.578,Bhiwandi_Mega_R (Maharashtra)
1660257077870,BAGL6852708312,BAGL6852708312,Bhiwandi_Mega_GW (Maharashtra),Bhilwara_AzadNgr_D (Rajasthan),Complete,,2020-12-11 09:12:02.539,2020-12-11 09:12:02.539,Bhilwara_AzadNgr_D (Rajasthan)
1660257076072,BAG227738508,BAG227738508,Ranipool_NH10_D (Sikkim),Siliguri_Dabgrm_H (West Bengal),Complete,,2020-12-16 16:41:49.889,2020-12-16 16:41:49.889,Siliguri_Dabgrm_H (West Bengal)
1660257087316,BAG318447522,BAG318447522,Bhiwandi_Mega_GW (Maharashtra),Pathankot_AbrolNgrRd_I (Punjab),Complete,,2020-12-11 03:54:41.910,2020-12-11 03:54:41.910,Pathankot_AbrolNgrRd_I (Punjab)
1660257086546,BAG233554245,BAG233554245,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-16 09:02:51.578,2020-12-16 09:02:51.578,Bhiwandi_Mega_R (Maharashtra)
1660257074355,BAGL6860090341,BAGL6860090341,Bhiwandi_Mega_GW (Maharashtra),Itanagar_SectorA_D (Arunachal Pradesh),Complete,,2020-12-14 06:12:42.373,2020-12-14 06:12:42.373,Itanagar_SectorA_D (Arunachal Pradesh)
1660257069002,BAGL2580002368,BAGL2580002368,Bhiwandi_Mega_GW (Maharashtra),Bangalore_Indirangr_D (Karnataka),Complete,,2020-12-10 07:19:05.002,2020-12-10 07:19:05.002,Bangalore_Indirangr_D (Karnataka)
1660257082593,BAG318547012,BAG318547012,Bhiwandi_Mega_GW (Maharashtra),Varanasi_Birbhanpur_H (Uttar Pradesh),Complete,,2020-12-10 01:22:11.952,2020-12-10 01:22:11.952,Varanasi_Birbhanpur_H (Uttar Pradesh)
1660257053543,BAGL2412797307,BAGL2412797307,Gangtok_Dvlpmnt_D (Sikkim),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-18 19:46:35.085,2020-12-18 19:46:35.085,Bhiwandi_Mega_R (Maharashtra)
1660257076293,BAG318547803,BAG318547803,Bhiwandi_Mega_GW (Maharashtra),Durgapur_Bamunara_I (West Bengal),Complete,,2020-12-11 23:47:56.424,2020-12-11 23:47:56.424,Durgapur_Bamunara_I (West Bengal)
1660257077704,BAG233554245,BAG233554245,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-16 09:02:51.578,2020-12-16 09:02:51.578,Bhiwandi_Mega_R (Maharashtra)
1660257079395,BAG233554245,BAG233554245,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-16 09:02:51.578,2020-12-16 09:02:51.578,Bhiwandi_Mega_R (Maharashtra)
1660257062035,BAG318547091,BAG318547091,Bhiwandi_Mega_GW (Maharashtra),Jorhat_SonriGon_I (Assam),Complete,,2020-12-13 15:29:19.854,2020-12-13 15:29:19.854,Jorhat_SonriGon_I (Assam)
1660257086211,BAG319566731,BAG319566731,Bhiwandi_Mega_GW (Maharashtra),Bangalore_Hebbal_I (Karnataka),Complete,,2020-12-09 11:35:11.429,2020-12-09 11:35:11.429,Bangalore_Hebbal_I (Karnataka)
1660257084026,BAG232315676,BAG232315676,BLR_JPNagar_Pc (Karnataka),Bangalore_BTMLayout_D (Karnataka),Complete,,2020-12-09 15:18:34.374,2020-12-09 15:18:34.374,Bangalore_BTMLayout_D (Karnataka)
1660257085695,BAG313695903,BAG313695903,Solan_Deothi_I (Himachal Pradesh),Solan_Deothi_D (Himachal Pradesh),Complete,,2020-12-12 12:12:54.193,2020-12-12 12:12:54.193,Solan_Deothi_D (Himachal Pradesh)
1660257077236,BAG247169776,BAG247169776,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-18 07:51:55.477,2020-12-18 07:51:55.477,Bhiwandi_Mega_R (Maharashtra)
1660257086325,BAG318447415,BAG318447415,Bhiwandi_Mega_GW (Maharashtra),Udaipur_Bhuwana_H (Rajasthan),Complete,,2020-12-10 12:35:37.879,2020-12-10 12:35:37.879,Udaipur_Bhuwana_H (Rajasthan)
1660257086325,BAG316291565,BAG316291565,Udaipur_Bhuwana_H (Rajasthan),Nimbahera_Chotisadri_DPP (Rajasthan),Complete,,2020-12-11 06:53:17.087,2020-12-11 06:53:17.087,Nimbahera_Chotisadri_DPP (Rajasthan)
1660257043603,BAGL6104657837,BAGL6104657837,Bhiwandi_Mega_GW (Maharashtra),Ravangla_HospRd_D (Sikkim),Complete,,2020-12-12 11:30:17.838,2020-12-12 11:30:17.838,Ravangla_HospRd_D (Sikkim)
1660257052622,BAGL1388398148,BAGL1388398148,Bhiwandi_Mega_GW (Maharashtra),Darjeeling_Hillcard_DC (West Bengal),Complete,,2020-12-12 08:35:14.395,2020-12-12 08:35:14.395,Darjeeling_Hillcard_DC (West Bengal)
1660257077310,BAGL2515159198,BAGL2515159198,Bhiwandi_Mega_GW (Maharashtra),Damoh_Nmengr_D (Madhya Pradesh),Complete,,2020-12-11 08:44:37.738,2020-12-11 08:44:37.738,Damoh_Nmengr_D (Madhya Pradesh)
1660257086605,BAG501509915,BAG501509915,Indore_Manglaya_H (Madhya Pradesh),Indore_Rajmohalla_D (Madhya Pradesh),Complete,,2020-12-09 08:48:44.521,2020-12-09 08:48:44.521,Indore_Rajmohalla_D (Madhya Pradesh)
1660257063516,BAGL1984304236,BAGL1984304236,Bhiwandi_Mega_GW (Maharashtra),Binnaguri_Central_D_1 (West Bengal),Complete,,2020-12-12 06:31:47.725,2020-12-12 06:31:47.725,Binnaguri_Central_D_1 (West Bengal)
1660257083901,BAG314648942,BAG314648942,Bengaluru_Hoodi_IP (Karnataka),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-14 14:30:21.775,2020-12-14 14:30:21.775,Bhiwandi_Mega_R (Maharashtra)
1660257084052,BAG318447839,BAG318447839,Bhiwandi_Mega_GW (Maharashtra),Dhanbad_Jamari_H (Jharkhand),Discarded,,2020-12-11 07:47:40.592,2020-12-11 07:47:40.592,Dhanbad_PuranaBzar_D (Jharkhand)
1660257086384,BAG247169776,BAG247169776,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-18 07:51:55.477,2020-12-18 07:51:55.477,Bhiwandi_Mega_R (Maharashtra)
1660257059191,BAGL1623207132,BAGL1623207132,Bhiwandi_Mega_GW (Maharashtra),Gangtok_Tadong_D (Sikkim),Complete,,2020-12-12 06:19:49.831,2020-12-12 06:19:49.831,Gangtok_Tadong_D (Sikkim)
1660257077380,BAGL2923439831,BAGL2923439831,Bhiwandi_Mega_GW (Maharashtra),Bangalore_Horamavu_D (Karnataka),Complete,,2020-12-10 06:51:56.913,2020-12-10 06:51:56.913,Bangalore_Horamavu_D (Karnataka)
1660257083831,BAG318294492,BAG318294492,Bhiwandi_Mega_GW (Maharashtra),Hyderabad_Shamshbd_H (Telangana),Complete,,2020-12-09 21:46:34.859,2020-12-09 21:46:34.859,Hyderabad_Shamshbd_H (Telangana)
1660257086410,BAG321419938,BAG321419938,Pathankot_AbrolNgrRd_I (Punjab),Dharamshala_GrudwrRd_D (Himachal Pradesh),Complete,,2020-12-11 09:13:19.758,2020-12-11 09:13:19.758,Dharamshala_GrudwrRd_D (Himachal Pradesh)
1660257087390,BAG321645764,BAG321645764,Amritsar_VerkaBypss_I (Punjab),Amritsar_VerkaBypss_D (Punjab),Complete,,2020-12-11 11:28:53.092,2020-12-11 11:28:53.092,Amritsar_VerkaBypss_D (Punjab)
1660257085872,BAG319566731,BAG319566731,Bhiwandi_Mega_GW (Maharashtra),Bangalore_Hebbal_I (Karnataka),Complete,,2020-12-09 11:35:11.429,2020-12-09 11:35:11.429,Bangalore_Hebbal_I (Karnataka)
1660257084133,BAG318547012,BAG318547012,Bhiwandi_Mega_GW (Maharashtra),Varanasi_Birbhanpur_H (Uttar Pradesh),Complete,,2020-12-10 01:22:11.952,2020-12-10 01:22:11.952,Varanasi_Birbhanpur_H (Uttar Pradesh)
1660257086815,BAG320150468,BAG320150468,Dehradun_Badowala_H (Uttarakhand),Dehradun_Nathanpur_D (Uttarakhand),Complete,,2020-12-11 07:59:41.002,2020-12-11 07:59:41.002,Dehradun_Nathanpur_D (Uttarakhand)
1660257079572,BAG317295923,BAG317295923,Kolkata_Naiti_GW (West Bengal),Kolkata_ArabindaNgr_D (West Bengal),Complete,,2020-12-11 07:04:48.183,2020-12-11 07:04:48.183,Kolkata_ArabindaNgr_D (West Bengal)
1660257078846,BAG314247954,BAG314247954,Dhanbad_Jamari_H (Jharkhand),Dhanbad_Jharia_DC (Jharkhand),Complete,,2020-12-11 08:06:48.408,2020-12-11 08:06:48.408,Dhanbad_Jharia_DC (Jharkhand)
1660257074812,BAG138879092,BAG138879092,Lucknow_Memaura_H (Uttar Pradesh),Lucknow_Aliganj (Uttar Pradesh),Complete,,2020-12-11 07:20:42.505,2020-12-11 07:20:42.505,Lucknow_Aliganj (Uttar Pradesh)
1660257071765,BAG138697631,BAG138697631,Nagrota_Kandoli_D (Jammu & Kashmir),Chandigarh_Rajpura_GW (Punjab),Complete,,2020-12-15 19:36:01.784,2020-12-15 19:36:01.784,Chandigarh_Rajpura_GW (Punjab)
1660257059795,BAG318447571,BAG318447571,Bhiwandi_Mega_GW (Maharashtra),Kolkata_South_D_6 (West Bengal),Complete,,2020-12-11 07:38:44.295,2020-12-11 07:38:44.295,Kolkata_South_D_6 (West Bengal)
1660257070822,BAG245044604,BAG245044604,Ahmedabad_AslaliRoad_GW (Gujarat),Gandhinagar_DC (Gujarat),Complete,,2020-12-09 08:38:19.102,2020-12-09 08:38:19.102,Gandhinagar_DC (Gujarat)
1660257076820,BAG318205896,BAG318205896,Bhiwandi_Mega_GW (Maharashtra),Patna_Sabalpur_H (Bihar),Complete,,2020-12-12 11:25:14.323,2020-12-12 11:25:14.323,Patna_Sabalpur_H (Bihar)
1660257077881,BAGL2572365176,BAGL2572365176,Bhiwandi_Mega_GW (Maharashtra),Begumpet HYD (Telangana),Complete,,2020-12-09 06:25:48.687,2020-12-09 06:25:48.687,Begumpet HYD (Telangana)
1660257083304,BAG138879167,BAG138879167,Lucknow_Memaura_H (Uttar Pradesh),Lucknow_JankiPuram_D (Uttar Pradesh),Complete,,2020-12-10 07:28:13.605,2020-12-10 07:28:13.605,Lucknow_JankiPuram_D (Uttar Pradesh)
1660257077914,BAG318547779,BAG318547779,Bhiwandi_Mega_GW (Maharashtra),Kolkata_Naiti_GW (West Bengal),Complete,,2020-12-11 04:55:20.244,2020-12-11 04:55:20.244,Kolkata_Naiti_GW (West Bengal)
1660257038762,BAG208151787,BAG208151787,Aizawl_Dinthar_D (Mizoram),Aizawl_Tanhril_I (Mizoram),In Transit,,2020-12-18 14:37:44.279,2020-12-18 14:37:44.279,Aizawl_Dinthar_D (Mizoram)
1660257074856,BAGL2311239283,BAGL2311239283,Bhiwandi_Mega_GW (Maharashtra),Imphal_PongLmbi_D (Manipur),Complete,,2020-12-14 19:13:41.211,2020-12-14 19:13:41.211,Imphal_PongLmbi_D (Manipur)
1660257086664,BAG309368913,BAG309368913,Hyderabad_Shamshbd_P (Telangana),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-13 20:44:45.188,2020-12-13 20:44:45.188,Bhiwandi_Mega_R (Maharashtra)
1660257046031,BAG321404853,BAG321404853,Aligarh_BemaNagar_I (Uttar Pradesh),Aligarh_BemaNagar_D (Uttar Pradesh),Complete,,2020-12-10 09:36:31.802,2020-12-10 09:36:31.802,Aligarh_BemaNagar_D (Uttar Pradesh)
1660257083396,BAG313903267,BAG313903267,Dibrugarh_Mohanbari_H (Assam),Tezu_Farmnala_D (Arunachal Pradesh),Complete,,2020-12-13 10:42:03.731,2020-12-13 10:42:03.731,Tezu_Farmnala_D (Arunachal Pradesh)
1660257076105,BAGL8748197811,BAGL8748197811,Jaipur_Bagru_I (Rajasthan),Jaipur_NgrNigam_DC (Rajasthan),Complete,,2020-12-10 14:57:07.192,2020-12-10 14:57:07.192,Jaipur_NgrNigam_DC (Rajasthan)
1660257075324,BAG317007307,BAG317007307,Ranchi_Namkom_H (Jharkhand),Ranchi_Kokar_D (Jharkhand),Complete,,2020-12-11 07:29:36.274,2020-12-11 07:29:36.274,Ranchi_Kokar_D (Jharkhand)
1660257082700,BAG312320656,BAG312320656,Dhule_MIDC_I (Maharashtra),Jalgaon_DC (Maharashtra),Complete,,2020-12-09 09:29:14.240,2020-12-09 09:29:14.240,Jalgaon_DC (Maharashtra)
1660257066095,BAGL2357073224,BAGL2357073224,Bhiwandi_Mega_GW (Maharashtra),Silchar_Meherpur_D (Assam),Complete,,2020-12-15 07:20:38.638,2020-12-15 07:20:38.638,Silchar_Meherpur_D (Assam)
1660257081985,BAG232911814,BAG232911814,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-18 07:51:51.845,2020-12-18 07:51:51.845,Bhiwandi_Mega_R (Maharashtra)
1660257077236,BAG231876562,BAG231876562,Muzaffrngr_MhmodNgr_D (Uttar Pradesh),Gurgaon_Bilaspur_P (Haryana),Complete,,2020-12-15 14:52:41.128,2020-12-15 14:52:41.128,Gurgaon_Bilaspur_P (Haryana)
1660257084354,BAG318547966,BAG318547966,Bhiwandi_Mega_GW (Maharashtra),Ahmedabad_AslaliRoad_GW (Gujarat),Complete,,2020-12-09 10:34:33.488,2020-12-09 10:34:33.488,Ahmedabad_AslaliRoad_GW (Gujarat)
1660257080751,BAG319561234,BAG319561234,Bhiwandi_Mega_GW (Maharashtra),Jhajjar_Policeline_I (Haryana),Complete,,2020-12-10 23:45:12.292,2020-12-10 23:45:12.292,Jhajjar_Policeline_I (Haryana)
